Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id
2026-02-05,Brian,Washington Wizards,WAS,L,0.8950082990787466,NA,NA,NA,2026-02-05_1
2026-02-05,Brian,Detroit Pistons,DET,W,0.8950082990787466,NA,NA,NA,2026-02-05_1
2026-02-05,Adam,Brooklyn Nets,BKN,L,0.770785979184113,NA,NA,NA,2026-02-05_2
2026-02-05,Kenneth,Orlando Magic,ORL,W,0.770785979184113,NA,NA,NA,2026-02-05_2
2026-02-05,Eristeo,Utah Jazz,UTA,L,0.736976506639428,NA,NA,NA,2026-02-05_4
2026-02-05,Adam,Atlanta Hawks,ATL,W,0.7369765066394279,NA,NA,NA,2026-02-05_4
2026-02-05,Eristeo,San Antonio Spurs,SAS,W,0.73201018891955,NA,NA,NA,2026-02-05_6
2026-02-05,Thomas,Chicago Bulls,CHI,L,0.7127329192546583,NA,NA,NA,2026-02-05_3
2026-02-05,Kenneth,Houston Rockets,HOU,W,0.6146352024247673,NA,NA,NA,2026-02-05_5
2026-02-05,Brian,Charlotte Hornets,CHA,L,0.6146352024247672,NA,NA,NA,2026-02-05_5
2026-02-05,Adam,Los Angeles Lakers,LAL,W,0.5736776932602158,NA,NA,NA,2026-02-05_7
2026-02-05,Matt,Philadelphia 76ers,PHI,W,0.42632230673978416,NA,NA,NA,2026-02-05_7
2026-02-05,Eristeo,Phoenix Suns,PHX,L,0.3417217344075315,NA,NA,NA,2026-02-05_8
2026-02-05,Kenneth,Golden State Warriors,GSW,W,0.34172173440753145,NA,NA,NA,2026-02-05_8
2026-02-05,Brian,Toronto Raptors,TOR,L,0.2872670807453416,NA,NA,NA,2026-02-05_3
2026-02-05,Thomas,Dallas Mavericks,DAL,W,0.26798981108045006,NA,NA,NA,2026-02-05_6
