Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id
2026-01-29,Thomas,Sacramento Kings,SAC,L,0.7770439484940493,NA,NA,NA,2026-01-29_1
2026-01-29,Matt,Philadelphia 76ers,PHI,W,0.7770439484940493,NA,NA,NA,2026-01-29_1
2026-01-29,Adam,Brooklyn Nets,BKN,L,0.7044334975369458,NA,NA,NA,2026-01-29_7
2026-01-29,Thomas,Denver Nuggets,DEN,W,0.7044334975369457,NA,NA,NA,2026-01-29_7
2026-01-29,Kenneth,Houston Rockets,HOU,W,0.6903015484922577,NA,NA,NA,2026-01-29_3
2026-01-29,Matt,Oklahoma City Thunder,OKC,W,0.668485102811582,NA,NA,NA,2026-01-29_8
2026-01-29,Brian,Detroit Pistons,DET,W,0.5830871803527724,NA,NA,NA,2026-01-29_6
2026-01-29,Eristeo,Phoenix Suns,PHX,L,0.5830871803527724,NA,NA,NA,2026-01-29_6
2026-01-29,Thomas,Chicago Bulls,CHI,L,0.5465994962216625,NA,NA,NA,2026-01-29_4
2026-01-29,Brian,Milwaukee Bucks,MIL,W,0.5419847328244275,NA,NA,NA,2026-01-29_2
2026-01-29,Brian,Washington Wizards,WAS,L,0.5419847328244274,NA,NA,NA,2026-01-29_2
2026-01-29,Matt,Miami Heat,MIA,L,0.4534005037783375,NA,NA,NA,2026-01-29_4
2026-01-29,Thomas,Dallas Mavericks,DAL,W,0.4256067534294759,NA,NA,NA,2026-01-29_5
2026-01-29,Brian,Charlotte Hornets,CHA,L,0.42560675342947585,NA,NA,NA,2026-01-29_5
2026-01-29,Matt,Minnesota Timberwolves,MIN,W,0.3315148971884179,NA,NA,NA,2026-01-29_8
2026-01-29,Adam,Atlanta Hawks,ATL,W,0.3096984515077425,NA,NA,NA,2026-01-29_3
