Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id
2026-01-25,Thomas,Sacramento Kings,SAC,L,0.8332056473678451,FALSE,1,0.16679435263215492,2026-01-25_1
2026-01-25,Brian,Detroit Pistons,DET,W,0.833205647367845,TRUE,1,0.16679435263215503,2026-01-25_1
2026-01-25,Brian,Toronto Raptors,TOR,L,0.8152029520295203,TRUE,0,-0.8152029520295203,2026-01-25_4
2026-01-25,Matt,Oklahoma City Thunder,OKC,W,0.8152029520295202,FALSE,0,-0.8152029520295202,2026-01-25_4
2026-01-25,Eristeo,San Antonio Spurs,SAS,W,0.814593572778828,FALSE,0,-0.814593572778828,2026-01-25_3
2026-01-25,Matt,New Orleans Pelicans,NOP,L,0.8145935727788279,TRUE,0,-0.8145935727788279,2026-01-25_3
2026-01-25,Adam,Brooklyn Nets,BKN,L,0.8051420838971584,FALSE,1,0.19485791610284164,2026-01-25_6
2026-01-25,Eristeo,Los Angeles Clippers,LAC,W,0.8051420838971584,TRUE,1,0.19485791610284164,2026-01-25_6
2026-01-25,Matt,Minnesota Timberwolves,MIN,W,0.6401299043272184,FALSE,0,-0.6401299043272184,2026-01-25_2
2026-01-25,Matt,Miami Heat,MIA,L,0.6135617936565805,TRUE,0,-0.6135617936565805,2026-01-25_5
2026-01-25,Eristeo,Phoenix Suns,PHX,L,0.3864382063434196,FALSE,1,0.6135617936565805,2026-01-25_5
2026-01-25,Kenneth,Golden State Warriors,GSW,W,0.3598700956727815,TRUE,1,0.6401299043272185,2026-01-25_2
