Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id
2026-02-03,Adam,New York Knicks,NYK,W,0.8367654445002511,NA,NA,NA,2026-02-03_3
2026-02-03,Brian,Washington Wizards,WAS,L,0.8367654445002511,NA,NA,NA,2026-02-03_3
2026-02-03,Matt,Oklahoma City Thunder,OKC,W,0.8363636363636363,NA,NA,NA,2026-02-03_7
2026-02-03,Adam,Los Angeles Lakers,LAL,W,0.7363659860429053,NA,NA,NA,2026-02-03_4
2026-02-03,Adam,Brooklyn Nets,BKN,L,0.736365986042905,NA,NA,NA,2026-02-03_4
2026-02-03,Adam,Boston Celtics,BOS,W,0.7028369391362909,NA,NA,NA,2026-02-03_8
2026-02-03,Kenneth,Golden State Warriors,GSW,W,0.6362704918032788,NA,NA,NA,2026-02-03_9
2026-02-03,Brian,Detroit Pistons,DET,W,0.6319336443753241,NA,NA,NA,2026-02-03_2
2026-02-03,Kenneth,Portland Trail Blazers,POR,L,0.5861676104949234,NA,NA,NA,2026-02-03_10
2026-02-03,Eristeo,Indiana Pacers,IND,L,0.5775582166672486,NA,NA,NA,2026-02-03_1
2026-02-03,Adam,Atlanta Hawks,ATL,W,0.4837531945965681,NA,NA,NA,2026-02-03_5
2026-02-03,Matt,Miami Heat,MIA,L,0.48375319459656807,NA,NA,NA,2026-02-03_5
2026-02-03,Thomas,Chicago Bulls,CHI,L,0.4769828064337216,NA,NA,NA,2026-02-03_6
2026-02-03,Brian,Milwaukee Bucks,MIL,W,0.47698280643372154,NA,NA,NA,2026-02-03_6
2026-02-03,Eristeo,Utah Jazz,UTA,L,0.4224417833327514,NA,NA,NA,2026-02-03_1
2026-02-03,Eristeo,Phoenix Suns,PHX,L,0.4138323895050766,NA,NA,NA,2026-02-03_10
2026-02-03,Thomas,Denver Nuggets,DEN,W,0.36806635562467604,NA,NA,NA,2026-02-03_2
2026-02-03,Matt,Philadelphia 76ers,PHI,W,0.36372950819672134,NA,NA,NA,2026-02-03_9
2026-02-03,Thomas,Dallas Mavericks,DAL,W,0.2971630608637091,NA,NA,NA,2026-02-03_8
2026-02-03,Kenneth,Orlando Magic,ORL,W,0.1636363636363636,NA,NA,NA,2026-02-03_7
