Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id
2026-01-31,Matt,Minnesota Timberwolves,MIN,W,0.8079999999999999,NA,NA,NA,2026-01-31_5
2026-01-31,Kenneth,Houston Rockets,HOU,W,0.7973713033953997,NA,NA,NA,2026-01-31_6
2026-01-31,Matt,New Orleans Pelicans,NOP,L,0.6691291228800333,NA,NA,NA,2026-01-31_3
2026-01-31,Matt,Philadelphia 76ers,PHI,W,0.6691291228800332,NA,NA,NA,2026-01-31_3
2026-01-31,Thomas,Chicago Bulls,CHI,L,0.6543277705285808,NA,NA,NA,2026-01-31_4
2026-01-31,Eristeo,San Antonio Spurs,SAS,W,0.5959085743149388,FALSE,0,-0.5959085743149388,2026-01-31_1
2026-01-31,Brian,Charlotte Hornets,CHA,L,0.5959085743149387,TRUE,0,-0.5959085743149387,2026-01-31_1
2026-01-31,Eristeo,Indiana Pacers,IND,L,0.5256251108352545,NA,NA,NA,2026-01-31_2
2026-01-31,Adam,Atlanta Hawks,ATL,W,0.5256251108352544,NA,NA,NA,2026-01-31_2
2026-01-31,Matt,Miami Heat,MIA,L,0.34567222947141907,NA,NA,NA,2026-01-31_4
2026-01-31,Thomas,Dallas Mavericks,DAL,W,0.20262869660460023,NA,NA,NA,2026-01-31_6
2026-01-31,Kenneth,Memphis Grizzlies,MEM,W,0.19199999999999998,NA,NA,NA,2026-01-31_5
