Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id
2026-01-21,Adam,New York Knicks,NYK,W,0.8423732923773342,NA,NA,NA,2026-01-21_2
2026-01-21,Adam,Brooklyn Nets,BKN,L,0.842373292377334,NA,NA,NA,2026-01-21_2
2026-01-21,Matt,Oklahoma City Thunder,OKC,W,0.8204982859610765,NA,NA,NA,2026-01-21_6
2026-01-21,Eristeo,Indiana Pacers,IND,L,0.7879282218597063,NA,NA,NA,2026-01-21_3
2026-01-21,Adam,Boston Celtics,BOS,W,0.7879282218597063,NA,NA,NA,2026-01-21_3
2026-01-21,Matt,New Orleans Pelicans,NOP,L,0.7349365574968445,NA,NA,NA,2026-01-21_5
2026-01-21,Brian,Detroit Pistons,DET,W,0.7349365574968444,NA,NA,NA,2026-01-21_5
2026-01-21,Thomas,Sacramento Kings,SAC,L,0.6426584234930448,NA,NA,NA,2026-01-21_7
2026-01-21,Thomas,Cleveland Cavaliers,CLE,W,0.5743932465705242,NA,NA,NA,2026-01-21_1
2026-01-21,Brian,Charlotte Hornets,CHA,L,0.5743932465705242,NA,NA,NA,2026-01-21_1
2026-01-21,Kenneth,Memphis Grizzlies,MEM,W,0.5256251108352544,NA,NA,NA,2026-01-21_4
2026-01-21,Adam,Atlanta Hawks,ATL,W,0.4743748891647455,NA,NA,NA,2026-01-21_4
2026-01-21,Brian,Toronto Raptors,TOR,L,0.3573415765069552,NA,NA,NA,2026-01-21_7
2026-01-21,Brian,Milwaukee Bucks,MIL,W,0.17950171403892354,NA,NA,NA,2026-01-21_6
