Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id
2026-01-13,Thomas,Chicago Bulls,CHI,L,0.8326085728807816,FALSE,1,0.1673914271192184,2026-01-13_2
2026-01-13,Kenneth,Houston Rockets,HOU,W,0.8326085728807816,TRUE,1,0.1673914271192184,2026-01-13_2
2026-01-13,Kenneth,Portland Trail Blazers,POR,L,0.8011859569397878,NA,NA,NA,2026-01-13_7
2026-01-13,Kenneth,Golden State Warriors,GSW,W,0.8011859569397878,NA,NA,NA,2026-01-13_7
2026-01-13,Matt,Oklahoma City Thunder,OKC,W,0.7326042743306772,TRUE,1,0.2673957256693228,2026-01-13_5
2026-01-13,Matt,New Orleans Pelicans,NOP,L,0.5523059177728686,FALSE,1,0.44769408222713136,2026-01-13_4
2026-01-13,Thomas,Denver Nuggets,DEN,W,0.5523059177728685,TRUE,1,0.4476940822271315,2026-01-13_4
2026-01-13,Eristeo,Phoenix Suns,PHX,L,0.5348837209302326,FALSE,1,0.4651162790697674,2026-01-13_1
2026-01-13,Adam,Los Angeles Lakers,LAL,W,0.5338983050847457,TRUE,1,0.4661016949152543,2026-01-13_6
2026-01-13,Brian,Milwaukee Bucks,MIL,W,0.5266402465874064,FALSE,0,-0.5266402465874064,2026-01-13_3
2026-01-13,Matt,Minnesota Timberwolves,MIN,W,0.4733597534125936,TRUE,1,0.5266402465874064,2026-01-13_3
2026-01-13,Adam,Atlanta Hawks,ATL,W,0.4661016949152542,FALSE,0,-0.4661016949152542,2026-01-13_6
2026-01-13,Matt,Miami Heat,MIA,L,0.4651162790697675,TRUE,0,-0.4651162790697675,2026-01-13_1
2026-01-13,Eristeo,San Antonio Spurs,SAS,W,0.26739572566932285,FALSE,0,-0.26739572566932285,2026-01-13_5
