Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id
2026-01-08,Thomas,Chicago Bulls,CHI,L,0.6881710391186631,NA,NA,NA,2026-01-08_3
2026-01-08,Eristeo,Utah Jazz,UTA,L,0.6349226971547357,NA,NA,NA,2026-01-08_4
2026-01-08,Thomas,Dallas Mavericks,DAL,W,0.6349226971547356,NA,NA,NA,2026-01-08_4
2026-01-08,Eristeo,Indiana Pacers,IND,L,0.6147566808925042,NA,NA,NA,2026-01-08_1
2026-01-08,Matt,Minnesota Timberwolves,MIN,W,0.5668328047122791,NA,NA,NA,2026-01-08_2
2026-01-08,Thomas,Cleveland Cavaliers,CLE,W,0.43316719528772085,NA,NA,NA,2026-01-08_2
2026-01-08,Brian,Charlotte Hornets,CHA,L,0.38524331910749576,NA,NA,NA,2026-01-08_1
2026-01-08,Matt,Miami Heat,MIA,L,0.3118289608813368,NA,NA,NA,2026-01-08_3
