Date,Player,Team,Abbr,Pick,Expected_Skins,Won_Game,Actual_Skins,Skins_Luck,game_id
2026-01-19,Eristeo,Utah Jazz,UTA,L,0.8936530324400564,FALSE,1,0.10634696755994355,2026-01-19_5
2026-01-19,Eristeo,San Antonio Spurs,SAS,W,0.8936530324400563,TRUE,1,0.10634696755994366,2026-01-19_5
2026-01-19,Adam,New York Knicks,NYK,W,0.8504445484323818,FALSE,0,-0.8504445484323818,2026-01-19_4
2026-01-19,Adam,Brooklyn Nets,BKN,L,0.7680917827024907,FALSE,1,0.23190821729750932,2026-01-19_7
2026-01-19,Matt,Philadelphia 76ers,PHI,W,0.700566156426924,TRUE,1,0.299433843573076,2026-01-19_6
2026-01-19,Eristeo,Indiana Pacers,IND,L,0.7005661564269239,FALSE,1,0.2994338435730761,2026-01-19_6
2026-01-19,Brian,Washington Wizards,WAS,L,0.6859671925846513,FALSE,1,0.31403280741534867,2026-01-19_3
2026-01-19,Eristeo,Los Angeles Clippers,LAC,W,0.6859671925846512,TRUE,1,0.3140328074153488,2026-01-19_3
2026-01-19,Matt,Oklahoma City Thunder,OKC,W,0.6743879317451157,TRUE,1,0.3256120682548843,2026-01-19_2
2026-01-19,Kenneth,Golden State Warriors,GSW,W,0.6379323626839227,NA,NA,NA,2026-01-19_9
2026-01-19,Matt,Miami Heat,MIA,L,0.6379323626839226,NA,NA,NA,2026-01-19_9
2026-01-19,Brian,Detroit Pistons,DET,W,0.5567770530512706,TRUE,1,0.44322294694872943,2026-01-19_8
2026-01-19,Adam,Atlanta Hawks,ATL,W,0.5256251108352544,FALSE,0,-0.5256251108352544,2026-01-19_1
2026-01-19,Brian,Milwaukee Bucks,MIL,W,0.4743748891647455,TRUE,1,0.5256251108352545,2026-01-19_1
2026-01-19,Adam,Boston Celtics,BOS,W,0.4432229469487294,FALSE,0,-0.4432229469487294,2026-01-19_8
2026-01-19,Thomas,Cleveland Cavaliers,CLE,W,0.32561206825488415,FALSE,0,-0.32561206825488415,2026-01-19_2
2026-01-19,Eristeo,Phoenix Suns,PHX,L,0.23190821729750932,TRUE,0,-0.23190821729750932,2026-01-19_7
2026-01-19,Thomas,Dallas Mavericks,DAL,W,0.14955545156761815,TRUE,1,0.8504445484323818,2026-01-19_4
